#	1	2	3	4	5	6	7	8	9	10	11
OPTIMAL	3.498050711	5.356060168	5.356060168	5.356060168	5.356060168	5.356060168	5.356060168	5.356060168	5.356060168	5.356060168	5.356060168
InvCap	1.959475307	3.78052538	5.143389998	5.334861238	5.356060168	5.356060168	5.356060168	5.356060168	5.356060168	5.356060168	5.356060168
